SCHOOL NO.,ENGLISH CATEGORY,ENGLISH NAME,ENGLISH ADDRESS,LONGITUDE,LATITUDE,EASTING,NORTHING,STUDENTS GENDER,SESSION,DISTRICT
190071000133 ,Aided Secondary Schools,SKH ST SIMON'S LUI MING CHOI SEC SCH,85 HEUNG SZE WUI ROAD TUEN MUN NEW TERRITORIES,113-58-28,22-23-50,815424.3,828689.8,CO-ED,WHOLE DAY,TUEN MUN
114081000133 ,Aided Secondary Schools,POPE PAUL VI COLLEGE,8 LEI PUI STREET KWAI CHUNG NEW TERRITORIES,114-8-19,22-21-47,832338,824887,GIRLS,WHOLE DAY,KWAI TSING
230928000133 ,Aided Secondary Schools,JU CHING CHU SECONDARY SCHOOL (TUEN MUN),28 YEUNG TSING ROAD TUEN MUN NEW TERRITORIES,113-57-57,22-23-20,814523,827760,CO-ED,WHOLE DAY,TUEN MUN
513300000233 ,Aided Secondary Schools,PRECIOUS BLOOD SECONDARY SCHOOL,338 SAN HA STREET CHAI WAN HONG KONG,114-14-43,22-15-53,843310,813979,GIRLS,WHOLE DAY,EASTERN
211265000133 ,Aided Secondary Schools,RAIMONDI COLLEGE,2 ROBINSON ROAD HONG KONG,114-9-12,22-16-42,833841.4,815494.1,CO-ED,WHOLE DAY,CENTRAL AND WESTERN
131709000133 ,Aided Secondary Schools,OUR LADY'S COLLEGE,3 LUNG FUNG STREET WONG TAI SIN KOWLOON,114-11-48,22-20-42,838318.9,822887.3,GIRLS,WHOLE DAY,WONG TAI SIN
214957000133 ,Aided Secondary Schools,MISSION COVENANT CHURCH HOLM GLAD COLL,26 HIU MING STREET KWUN TONG KOWLOON,114-13-53,22-18-51,841886,819474,CO-ED,WHOLE DAY,KWUN TONG
511170000133 ,Aided Secondary Schools,BETHEL HIGH SCHOOL,"11, 4TH STREET, SECTION F FAIRVIEW PARK YUEN LONG NEW TERRITORIES",114-2-59,22-28-33,823193,837386,CO-ED,WHOLE DAY,YUEN LONG
518310000133 ,Aided Secondary Schools,MA ON SHAN ST JOSEPH'S SECONDARY SCHOOL,8 HANG KWONG STREET MA ON SHAN SHATIN NEW TERRITORIES,114-13-49,22-25-17,841753,831353,CO-ED,WHOLE DAY,SHA TIN
190756000133 ,Aided Secondary Schools,LOK SIN TONG YOUNG KO HSIAO LIN SEC SCH,LUNG HANG ESTATE SHATIN NEW TERRITORIES,114-10-39,22-21-59,836343,825248,CO-ED,WHOLE DAY,SHA TIN
190330000133 ,Aided Secondary Schools,PLK LEE SHING PIK COLLEGE,"12 - 20 ON YIN STREET TSUEN KING CIRCUIT CHAI WAN KOK, TSUEN WAN NEW TERRITORIES",114-6-21,22-22-41,828957,826531,CO-ED,WHOLE DAY,TSUEN WAN
514144000233 ,Aided Secondary Schools,SKH ST MARY'S CHURCH MOK HING YIU COL,1 HOI LAI STREET SHAM SHUI PO KOWLOON,114-8-52,22-19-53,833279,821367,CO-ED,WHOLE DAY,SHAM SHUI PO
170364000133 ,Aided Secondary Schools,HO LAP COLL,15 TSEUK LUK STREET KOWLOON,114-11-45,22-20-12,838207.9,821970.4,CO-ED,WHOLE DAY,WONG TAI SIN
190870000133 ,Aided Secondary Schools,TIN KA PING SECONDARY SCHOOL,1 WAI HON ROAD FANLING NEW TERRITORIES,114-7-52,22-29-40,831560,839432,CO-ED,WHOLE DAY,NORTH
560480000133 ,Aided Secondary Schools,QESOSA TONG KWOK WAH SECONDARY SCHOOL,"57 TIN WAH ROAD TIN SHUI WAI, YUEN LONG NEW TERRITORIES",114-0-22,22-27-45,818704,835914,CO-ED,WHOLE DAY,YUEN LONG
190616000133 ,Aided Secondary Schools,CHIU CHOW ASSOCIATION SECONDARY SCHOOL,HENG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES,114-13-48,22-25-0,841745,830826,CO-ED,WHOLE DAY,SHA TIN
190748000133 ,Aided Secondary Schools,BUDDHIST TAI KWONG CHI HONG COLLEGE,4 CHUI YI STREET TAI PO NEW TERRITORIES,114-9-48,22-27-12,834867,834865,CO-ED,WHOLE DAY,TAI PO
522155000133 ,Aided Secondary Schools,WELLINGTON ED ORG CHANG PUI CHUNG MEM SC,3 WAN LUNG ROAD TSEUNG KWAN O NEW TERRITORIES,114-15-31,22-19-10,844682,820059,CO-ED,WHOLE DAY,SAI KUNG
190098000133 ,Aided Secondary Schools,HO FUNG COLL (SPONSORED BY SIK SIK YUEN),448 WO YI HOP ROAD KWAI CHUNG NEW TERRITORIES,114-8-7,22-22-50,831984.7,826825.8,CO-ED,WHOLE DAY,TSUEN WAN
190853000233 ,Aided Secondary Schools,KING LING COLLEGE,1 LAM SHING ROAD TSEUNG KWAN O NEW TERRITORIES,114-15-12,22-19-5,844152,819901,CO-ED,WHOLE DAY,SAI KUNG
270130000133 ,Aided Secondary Schools,CCC FUNG LEUNG KIT MEMORIAL SEC SCH,22 PLOVER COVE ROAD TAI PO NEW TERRITORIES,114-10-23,22-26-53,835878,834288,CO-ED,WHOLE DAY,TAI PO
211516000133 ,Aided Secondary Schools,ROSARYHILL SCHOOL,41B STUBBS ROAD HONG KONG,114-10-58,22-15-49,836865.6,813878.7,CO-ED,WHOLE DAY,WAN CHAI
170470000133 ,Aided Secondary Schools,CCC HEEP WOH COLLEGE,171 PO KONG VILLAGE ROAD TSZ WAN SHAN KOWLOON,114-12-17,22-20-49,839132.2,823080.4,CO-ED,WHOLE DAY,WONG TAI SIN
530034000133 ,Aided Secondary Schools,FANLING RHENISH CHURCH SECONDARY SCHOOL,"1 LUEN YICK STREET, LUEN WO MARKET FANLING NEW TERRITORIES",114-8-32,22-29-49,832693,839696,CO-ED,WHOLE DAY,NORTH
170321000133 ,Aided Secondary Schools,"ST CATHARINE'S SCH FOR GIRLS, KWUN TONG",26 HONG LEE ROAD KWUN TONG KOWLOON,114-13-11,22-19-9,840675,820033,GIRLS,WHOLE DAY,KWUN TONG
190225000133 ,Aided Secondary Schools,CNEC LEE I YAO MEMORIAL SECONDARY SCHOOL,1 SHING FUK STREET KWAI SHING NEW TERRITORIES,114-7-17,22-21-33,830551,824462,CO-ED,WHOLE DAY,KWAI TSING
170100000133 ,Aided Secondary Schools,BISHOP HALL JUBILEE SCHOOL,2C OXFORD ROAD KOWLOON TONG KOWLOON,114-10-52,22-19-47,836713,821191,CO-ED,WHOLE DAY,KOWLOON CITY
170496000133 ,Aided Secondary Schools,TAK OI SECONDARY SCHOOL,8 TSZ WAN SHAN ROAD TSZ WAN SHAN KOWLOON,114-12-16,22-20-51,839100,823160,GIRLS,WHOLE DAY,WONG TAI SIN
212318000133 ,Aided Secondary Schools,AOG HEBRON SECONDARY SCHOOL,PO NGA COURT TAI PO NEW TERRITORIES,114-9-34,22-27-1,834460,834544,CO-ED,WHOLE DAY,TAI PO
530018000133 ,Aided Secondary Schools,MUNSANG COLLEGE (HONG KONG ISLAND),26 TAI ON STREET SAI WAN HO HONG KONG,114-13-28,22-16-59,841169,816022,CO-ED,WHOLE DAY,EASTERN
270075000133 ,Aided Secondary Schools,CMA CHOI CHEUNG KOK SECONDARY SCHOOL,NO 1 TSING HOI CIRCUIT TUEN MUN NEW TERRITORIES,113-58-45,22-23-23,815915,827836,CO-ED,WHOLE DAY,TUEN MUN
